i,player_name,player_id,avg_rank
205,Roger Federer,103819,1.99731
72,Ivan Lendl,100656,2.93759
231,Rafael Nadal,104745,2.94164
117,Andre Agassi,101736,4.70015
240,Novak Djokovic,104925,4.88205
35,Jimmy Connors,100284,4.98436
139,Pete Sampras,101948,7.60483
104,Boris Becker,101414,7.66331
65,John McEnroe,100581,8.08715
97,Stefan Edberg,101222,10.32918
241,Andy Murray,104918,12.49736
220,David Ferrer,103970,12.85516
131,Goran Ivanisevic,101964,13.30874
163,Yevgeny Kafelnikov,102338,15.23514
218,Andy Roddick,104053,15.50549
137,Michael Chang,102021,17.22869
78,Mats Wilander,101062,17.64037
34,Guillermo Vilas,100282,17.80858
46,Bjorn Borg,100437,18.39389
202,Juan Carlos Ferrero,103507,20.21757
235,Tomas Berdych,104607,20.73319
274,Alexander Zverev,100644,25.00207
200,Lleyton Hewitt,103720,25.10276
69,Yannick Noah,100676,26.51953
42,Vitas Gerulaitis,100342,26.53839
169,Tim Henman,102450,27.80902
232,Stan Wawrinka,104527,27.81359
214,Nikolay Davydenko,103786,29.30486
246,Marin Cilic,105227,29.73812
132,Jim Courier,101793,30.88387
109,Thomas Muster,101404,31.94642
133,Michael Stich,101529,32.25459
179,Carlos Moya,102845,32.35173
230,Jo-Wilfried Tsonga,104542,32.57854
147,Richard Krajicek,101990,35.16359
141,Sergi Bruguera,101843,35.48584
212,David Nalbandian,103900,35.50384
247,Juan Martin del Potro,105223,36.03738
267,Daniil Medvedev,106421,36.69444
173,Gustavo Kuerten,102856,37.06733
196,Marat Safin,103498,39.8632
280,Stefanos Tsitsipas,126774,40.3778
238,Gael Monfils,104792,43.04687
76,Andres Gomez,100653,43.89664
30,Roscoe Tanner,100255,47.09645
154,Patrick Rafter,102158,47.48563
266,Dominic Thiem,106233,47.98141
121,Petr Korda,101434,48.70604
68,Jose Luis Clerc,100555,49.36847
57,Gene Mayer,100428,49.78412
177,Tommy Haas,103163,50.59114
148,Thomas Enqvist,102358,50.91253
253,Kei Nishikori,105453,52.20508
158,Alex Corretja,102374,55.08338
36,Harold Solomon,100286,55.9229
255,Milos Raonic,105683,56.74896
233,Richard Gasquet,104755,58.4558
166,Marcelo Rios,102701,59.31745
87,Brad Gilbert,100763,60.0748
31,Brian Gottfried,100261,60.11721
27,Eddie Dibbs,100232,60.5372
251,John Isner,104545,62.70273
198,Fernando Gonzalez,103602,64.69676
278,Andrey Rublev,126094,65.4173
191,Sebastien Grosjean,103206,65.43445
150,Todd Martin,101774,65.63275
294,Carlos Alcaraz,207989,65.87718
99,Emilio Sanchez,101142,67.60282
201,Guillermo Coria,103909,68.90819
209,Tommy Robredo,103990,69.07724
140,Wayne Ferreira,101965,69.21673
74,Tim Mayotte,100689,70.8065
21,Manuel Orantes,100174,71.16002
66,Eliot Teltscher,100586,72.46285
70,Johan Kriek,100532,73.78133
290,Casper Ruud,134770,74.76677
15,Ilie Nastase,100119,76.83685
47,Jose Higueras,100300,78.28756
91,Miloslav Mecir,101036,78.68003
208,James Blake,103484,82.29891
164,Albert Costa,102610,83.66777
260,David Goffin,105676,85.88562
193,Ivan Ljubicic,103344,85.92143
10,Tom Okker,100084,86.74382
258,Grigor Dimitrov,105777,87.34376
9,Arthur Ashe,100074,87.69346
88,Guy Forget,101098,88.59417
157,Andrei Medvedev,102446,89.02307
237,Gilles Simon,104468,89.09925
234,Robin Soderling,104417,89.69751
101,Aaron Krickstein,101381,90.90643
136,Cedric Pioline,101611,91.57154
170,Magnus Norman,102796,93.62757
79,Anders Jarryd,100757,93.62934
86,Pat Cash,101138,95.32933
250,Roberto Bautista Agut,105138,95.51995
2,Rod Laver,100029,98.12124
50,Wojtek Fibak,100280,98.70399
149,Greg Rusedski,102257,101.16353
71,Kevin Curren,100529,101.36531
293,Jannik Sinner,206173,101.5017
83,Joakim Nystrom,100893,101.77702
287,Matteo Berrettini,126610,102.02009
11,John Newcombe,100087,102.81152
245,Kevin Anderson,104731,104.42767
38,Raul Ramirez,100309,106.93389
285,Hubert Hurkacz,128034,108.75774
286,Felix Auger Aliassime,200000,109.06113
174,Thomas Johansson,102563,109.4832
224,Nicolas Almagro,104597,109.89786
176,Mark Philippoussis,102882,110.25355
0,Ken Rosewall,100016,111.46541
217,Fernando Verdasco,104269,116.98719
283,Taylor Fritz,126203,117.2062
296,Holger Rune,208029,117.85542
106,Kent Carlsson,101426,118.67701
279,Karen Khachanov,111575,119.4366
16,Stan Smith,100126,120.23337
207,Mikhail Youzhny,104022,120.4048
263,Diego Schwartzman,106043,120.63908
84,Henri Leconte,100936,121.50495
172,Jiri Novak,102562,121.87331
55,Peter Mcnamara,100383,122.87087
145,Marc Rosset,101820,122.9995
5,Roger Taylor,100058,123.81481
190,Gaston Gaudio,103292,124.38372
1,Roy Emerson,100022,125.07205
3,Nikola Pilic,100037,127.34357
262,Pablo Carreno Busta,105807,128.02754
277,Cameron Norrie,111815,128.63388
32,Sandy Mayer,100272,130.15232
151,Alberto Berasategui,102238,131.26794
178,Rainer Schuettler,102783,132.3722
80,Jimmy Arias,101061,135.66368
243,Fabio Fognini,104926,135.85938
6,Marty Riessen,100060,136.97662
17,Tom Gorman,100127,137.87912
180,Guillermo Canas,103084,138.06082
12,Alex Metreveli,100092,138.3938
26,Dick Stockton,100229,138.66311
95,Martin Jaite,101073,139.74957
119,Magnus Gustafsson,101320,140.67429
29,Paolo Bertolucci,100249,141.53629
22,Karl Meiler,100179,141.55706
18,Cliff Richey,100128,143.18786
13,Jan Kodes,100113,146.10753
185,Nicolas Kiefer,103017,146.12451
159,Jonas Bjorkman,102035,146.25339
51,Victor Pecci,100395,148.01399
165,Felix Mantilla,102456,150.39106
155,Karol Kucera,102344,153.74141
222,Janko Tipsarevic,104386,154.00343
282,Frances Tiafoe,126207,154.93294
37,Corrado Barazzutti,100297,156.27248
25,Adriano Panatta,100214,156.34044
289,Denis Shapovalov,133430,156.60251
118,Jay Berger,101309,158.48729
103,Karel Novacek,101120,159.20551
219,Mardy Fish,103888,161.03254
186,Paradorn Srichaphan,103387,161.70898
93,Jakob Hlasek,101084,161.74226
4,Cliff Drysdale,100055,162.06478
107,Andrei Chesnokov,101230,162.27345
44,Brian Teacher,100360,163.11811
187,Radek Stepanek,103285,163.67623
8,Mark Cox,100073,164.02619
213,Mario Ancic,104339,164.91806
89,Henrik Sundstrom,101013,165.9828
14,Jaime Fillol,100115,170.23059
161,Nicolas Lapentti,102839,170.62443
284,Tommy Paul,126205,173.69454
54,Peter Fleming,100362,173.77981
142,Malivai Washington,101613,174.06216
270,Borna Coric,106432,174.22638
297,Ben Shelton,210097,175.10515
62,Olivier Cayla,107888,175.96161
19,Onny Parun,100135,176.40403
226,Marcos Baghdatis,104571,177.99201
125,Alberto Mancini,101606,178.56363
7,Francois Jauffret,100062,179.2293
295,Lorenzo Musetti,207518,181.21147
61,Tomas Smid,100434,182.27059
168,Sjeng Schalken,102854,186.00943
276,Nicolas Jarry,111797,186.72876
28,John Alexander,100244,188.67608
58,Tim Gullikson,100252,188.99026
128,Carlos Costa,101475,190.69229
292,Francisco Cerundolo,202103,191.38561
288,Alex De Minaur,200282,192.68691
189,Nicolas Massu,103454,194.59848
192,Arnaud Clement,103096,194.71869
143,Magnus Larsson,101723,195.77168
229,Juan Monaco,104338,195.80997
264,Jack Sock,106058,195.97806
206,Jurgen Melzer,103781,197.19054
48,Balazs Taroczy,100332,197.91357
268,Lucas Pouille,106298,199.2244
114,Arnaud Boetsch,101589,199.40453
60,Hans Gildemeister,100417,200.19748
67,Jonas Svensson,101298,200.31539
23,Jeff Borowiak,100186,200.74853
73,Steve Denton,100445,201.13615
64,Bill Scanlon,100452,203.0789
49,Tony Roche,100100,203.31015
24,Phil Dent,100203,203.58268
183,Mariano Puerta,103264,203.78726
56,Pavel Slozil,100411,204.81507
167,Franco Squillari,102644,204.81584
43,Pat Dupre,100345,205.13901
122,Guillermo Perez Roldan,101649,206.01351
291,Ugo Humbert,200005,206.12881
221,Joachim Johansson,104026,206.33213
110,Mikael Pernfors,100944,206.39161
20,Bob Lutz,100144,208.84528
113,Alexander Volkov,101334,213.51328
281,Reilly Opelka,124187,214.61773
199,Feliciano Lopez,103852,215.16956
269,Aslan Karatsev,106234,219.02566
184,Dominik Hrbaty,103103,219.4867
41,Victor Amaya,100339,219.60725
273,Nick Kyrgios,106401,219.84606
63,John Sadri,100446,225.27577
123,David Wheaton,101609,225.9448
182,Jan Michael Gambill,102998,227.8932
271,Cristian Garin,106426,228.27648
53,Mark Edmondson,100337,228.67334
152,Younes El Aynaoui,101962,229.54294
45,Buster C Mottram,100376,230.19213
40,Ulrich Pinner,100325,230.77888
92,Juan Aguilera,100809,231.46928
210,Paul Henri Mathieu,103908,231.95709
242,Sam Querrey,105023,232.59583
261,Nikoloz Basilashvili,105932,233.0373
225,Robby Ginepri,104068,233.11093
81,Chip Hooper,100567,234.39793
75,Scott Davis,100855,235.93259
130,Andrei Cherkasov,101772,236.06347
204,Jarkko Nieminen,103813,237.18596
102,Derrick Rostagno,101196,238.90426
252,Alexandr Dolgopolov,105238,239.64088
248,Ernests Gulbis,105208,239.78428
272,Kyle Edmund,106378,240.59591
195,Martin Verkerk,103280,240.79014
96,Paul Annacone,100901,240.81733
112,Carl Uwe Steeb,101391,245.30884
52,Chris Lewis,100474,245.53204
138,Renzo Furlan,101746,249.12848
59,Hank Pfister,100315,249.28875
33,Kim Warwick,100273,249.71746
77,Thierry Tulasne,100942,250.41225
239,Viktor Troicki,104678,254.63499
120,Gilbert Schaller,101582,256.09672
100,Goran Prpic,101030,256.40217
181,Stefan Koubek,102905,256.48432
197,Juan Ignacio Chela,103428,256.89089
156,Andrei Pavel,102318,257.05639
175,Max Mirnyi,103018,257.24787
160,Albert Portas,102287,258.50184
39,Vijay Amritraj,100321,258.93476
82,Wally Masur,100923,259.64302
126,Todd Woodbridge,101889,259.78434
94,Slobodan Zivojinovic,100946,260.87168
259,Bernard Tomic,106071,261.8272
90,David Pate,100815,264.71366
98,Christo Van Rensburg,100870,265.3422
124,Henrik Holm,101510,265.84523
115,Omar Camporese,101481,266.87993
146,Fabrice Santoro,102148,267.13099
265,Marco Cecchinato,106065,267.68713
134,Paul Haarhuis,101235,270.09929
171,Nicolas Escude,102765,270.58346
85,Amos Mansdorf,101195,270.87519
108,Richey Reneberg,101191,271.70053
257,Jerzy Janowicz,105668,271.85875
116,Jaime Yzaga,101409,272.66566
215,Jose Acasuso,104076,274.10801
135,Jan Siemerink,101733,274.17573
188,Agustin Calleri,102860,274.77908
216,Philipp Kohlschreiber,104259,277.96056
254,Guido Pella,105550,278.86011
111,Horst Skoff,101511,278.93803
105,Mark Woodforde,101185,278.99333
144,Jacco Eltingh,101797,280.90253
203,Ivo Karlovic,103333,282.44762
153,Andrea Gaudenzi,102247,283.42578
127,Jason Stoltenberg,101727,283.50544
223,Andreas Seppi,104312,284.55271
256,Benoit Paire,105332,284.70475
227,Florian Mayer,104252,284.71116
129,Francisco Clavet,101532,285.05516
194,Xavier Malisse,103598,285.87321
275,Hyeon Chung,111202,286.50893
228,Igor Andreev,104214,286.78788
236,Marcel Granollers,104719,288.65874
162,Vincent Spadea,102434,289.40124
211,Dmitry Tursunov,104098,291.92302
249,Albert Ramos,105077,292.80159
244,Pablo Cuevas,104655,293.33524
